chr1	134901	-	chr1	134901	-	1.0
chr1	134901	-	chr1	714150	+	-0.00351238053708
chr1	134901	-	chr1	761586	-	-0.00586816332089
chr1	134901	-	chr1	803451	-	-0.00453857791225
chr1	134901	-	chr1	879584	-	0.038859923162
chr1	714150	+	chr1	134901	-	-0.00351238053708
chr1	714150	+	chr1	714150	+	1.0
chr1	714150	+	chr1	761586	-	-0.00454133938762
chr1	714150	+	chr1	803451	-	-0.00351238053708
chr1	714150	+	chr1	879584	-	0.0778457098617
chr1	761586	-	chr1	134901	-	-0.00586816332089
chr1	761586	-	chr1	714150	+	-0.00454133938762
chr1	761586	-	chr1	761586	-	1.0
chr1	761586	-	chr1	803451	-	-0.00586816332089
chr1	761586	-	chr1	879584	-	0.0183186312299
chr1	803451	-	chr1	134901	-	-0.00453857791225
