chr1	29554	+	chr1	29554	+	1.0
chr1	29554	+	chr1	34554	-	-0.00351238053708
chr1	29554	+	chr1	69091	+	-0.00586816332089
chr1	29554	+	chr1	89295	-	-0.00453857791225
chr1	29554	+	chr1	89551	-	0.038859923162
chr1	29554	+	chr1	139790	-	-0.00586816332089
chr1	29554	+	chr1	160446	+	-0.00261639393308
chr1	29554	+	chr1	227615	-	-0.00453857791225
chr1	29554	+	chr1	317720	+	0.00924399017778
chr1	29554	+	chr1	367640	+	-0.00261639393308
chr1	29554	+	chr1	453633	-	-0.00556491781097
chr1	29554	+	chr1	459656	+	-0.00370293339759
chr1	29554	+	chr1	521369	-	0.0367237476266
chr1	29554	+	chr1	523009	+	-0.00261639393308
chr1	29554	+	chr1	529833	-	0.0651842780096
chr1	29554	+	chr1	536816	-	-0.00913959018854
chr1	29554	+	chr1	562757	-	-0.00261639393308
chr1	29554	+	chr1	621059	-	-0.027201453296
chr1	29554	+	chr1	677193	-	-0.0174318204971
chr1	29554	+	chr1	694412	-	-0.0141812434082
chr1	29554	+	chr1	696291	+	-0.0255095966421
chr1	29554	+	chr1	700237	-	-0.0194119797758
chr1	29554	+	chr1	738532	-	-0.00789697025779
chr1	29554	+	chr1	752751	+	-0.00803271368696
chr1	29554	+	chr1	818043	+	0.0202871348694
chr1	29554	+	chr1	840214	+	-0.0175334038061
chr1	29554	+	chr1	846815	+	-0.0187031498396
chr1	29554	+	chr1	849551	+	0.0928542606646
chr1	29554	+	chr1	852245	-	-0.00586816332089
chr1	29554	+	chr1	860260	+	-0.00370293339759
chr1	29554	+	chr1	861264	-	-0.010241962438
chr1	29554	+	chr1	910579	-	-0.0118722207107
chr1	29554	+	chr1	931346	-	-0.0437037021249
chr1	29554	+	chr1	947377	-	-0.00453857791225
chr1	29554	+	chr1	997588	-	-0.00370293339759
chr1	29554	+	chr1	1006346	-	-0.00643313367857
chr1	29554	+	chr1	1072397	+	0.0397670617932
chr1	29554	+	chr1	1104737	+	-0.0163882506079
chr1	29554	+	chr1	1108436	-	-0.00261639393308
chr1	29554	+	chr1	1177826	-	-0.00913959018854
chr1	29554	+	chr1	1210603	+	-0.0242937680098
chr1	29554	+	chr1	1215816	+	-0.00586816332089
chr1	29554	+	chr1	1288069	-	0.0741566742305
chr1	29554	+	chr1	1344476	+	-0.0238725171529
chr1	29554	+	chr1	1355625	+	-0.00261639393308
chr1	29554	+	chr1	1361508	+	-0.00695386464233
chr1	29554	+	chr1	1365919	-	-0.00261639393308
chr1	29554	+	chr1	1370241	+	-0.0478819947738
chr1	29554	+	chr1	1470554	-	-0.00874378861003
chr1	29554	+	chr1	1567474	+	-0.00261639393308
chr1	29554	+	chr1	1603429	+	0.108698471651
chr1	29554	+	chr1	1822910	+	-0.00759499901707
chr1	29554	+	chr1	1849029	-	-0.00524466708205
chr1	29554	+	chr1	1853396	-	-0.00743965799786
chr1	29554	+	chr1	1944652	-	-0.0188659905548
chr1	29554	+	chr1	1950780	+	-0.000953538897907
chr1	29554	+	chr1	1980642	-	-0.00643313367857
chr1	29554	+	chr1	2072523	-	-0.00874378861003
chr1	29554	+	chr1	2121237	+	-0.00988706153528
chr1	29554	+	chr1	2143360	-	0.079294224976
chr1	29554	+	chr1	2143610	-	-0.00261639393308
chr1	29554	+	chr1	2143962	+	0.230878019798
chr1	29554	+	chr1	2258581	+	-0.00370293339759
chr1	29554	+	chr1	2423739	-	-0.0154329733753
chr1	29554	+	chr1	2424876	-	-0.0130539991668
chr1	29554	+	chr1	2460184	-	-0.00453857791225
chr1	29554	+	chr1	2497849	+	-0.0112455290339
chr1	29554	+	chr1	2522078	-	-0.00261639393308
chr1	29554	+	chr1	2564007	+	-0.0153243812508
chr1	29554	+	chr1	2567415	-	0.0675826217711
chr1	29554	+	chr1	2728415	-	-0.00874378861003
chr1	29554	+	chr1	2730997	-	-0.00524466708205
chr1	29554	+	chr1	2938046	+	-0.00261639393308
chr1	29554	+	chr1	2976179	-	-0.00261639393308
chr1	29554	+	chr1	2985732	+	-0.00871926315235
chr1	29554	+	chr1	3049491	-	-0.0103152586224
chr1	29554	+	chr1	3223200	-	-0.00643313367857
chr1	29554	+	chr1	3370990	+	-0.00556491781097
chr1	29554	+	chr1	3403810	+	-0.0133253760179
chr1	29554	+	chr1	3406484	-	-0.00988706153528
chr1	29554	+	chr1	3539754	-	-0.00643313367857
chr1	29554	+	chr1	3575502	-	0.0291393554629
